user_id,book_id,borrow_date,return_date,reservation_status,overdue_status,user_role,book_category
45ec49fc-23db-4ce1-905d-0fb2d6a84a2b,378c64bf-80ef-488f-944b-40df16b4b560,2020-07-27,2020-08-08,False,1,faculty,art
e1004b37-d310-4f75-a48d-22bf1a4e9baa,945274f5-e6be-45b9-b712-8234bb52f086,2024-01-16,2024-01-18,False,0,student,fiction
22ed892c-c5a6-4d6c-82c8-9217d19e4658,b49652a5-07b2-43cc-a343-a3d602cde62b,2025-01-03,2025-01-19,False,1,faculty,fiction
7bbea47c-dfce-4aef-b0ef-e76bfcc370dd,90ef82b4-8156-4c4a-a34d-1df5cae07ee3,2023-11-11,2023-11-27,False,1,faculty,science
82e53bb4-d3f5-4a58-b1a4-736ced12b217,4096c676-4694-43f2-965a-d6162c80d273,2023-07-24,2023-07-27,True,0,staff,history
5604774a-a1a0-40e9-aae2-18d46e556606,5c6db975-7cd8-4a3f-a35d-dc35b6a6739e,2021-09-10,2021-09-16,True,0,student,art
f478d61e-8cc9-427f-b8fb-1d157e2d2dce,9d0f8fc8-6394-41b0-923c-1244f2c85c74,2021-10-25,2021-11-11,True,1,faculty,non-fiction
3db993c8-8146-4415-bfbd-eb68f82f7ba2,1a307cc1-1217-4de1-8234-b24acdf56021,2020-02-27,2020-03-09,True,1,faculty,non-fiction
061ee0e7-e157-42f8-9ef9-cd2bcd8e65fd,b3564146-ad68-49ad-af77-5f91ec5d8a31,2025-03-28,2025-03-29,False,0,student,art
dee31570-45bc-42ce-9657-d7c1c910deac,b4f961c0-98e1-403f-bc0b-da82be245a3f,2023-08-03,2023-08-21,True,1,faculty,science
2a9f6a8c-29bf-47ec-9db1-e4d6577e580e,5428efda-42bc-43fa-97e0-5485cd698ad6,2021-07-06,2021-07-09,False,0,student,science
66e53f81-38e9-4d4a-8c5c-190afbd260ff,15cf7450-54f8-4c14-ac97-cbdfb126756a,2020-10-06,2020-10-15,True,1,faculty,fiction
dd80e74c-9fdb-4e7f-933b-48569fa5c061,b0659ecb-415f-4d66-bf9a-2a54a2de993e,2020-08-05,2020-08-07,False,0,staff,non-fiction
7ea89c51-75d2-4d75-9ef2-bb2590287056,99d1b855-06a2-4090-83fd-cdb04d77dac1,2024-02-04,2024-02-18,True,1,faculty,history
d6753d98-cab9-4f08-8379-39f9e9b7d8c9,78c030f4-0fc7-47fa-b722-3bd12d4253e1,2024-12-29,2024-12-30,True,0,staff,fiction
8b093098-7d34-4cc7-82bd-08f87a7410d1,403ba40e-ddda-4b4b-8550-65c41d799227,2020-07-03,2020-07-19,True,1,staff,non-fiction
ddbb842b-23cd-437c-97ad-1f181ca8c7bc,c4712426-e35c-4a1c-9226-9e14873036ff,2024-09-13,2024-09-25,False,1,faculty,science
10e782bd-6be0-4941-ac0e-fd48aea3ee4a,1bcf1313-acbc-4e1f-a61c-fa9eccab9420,2021-06-11,2021-06-26,False,1,faculty,art
a468608f-a073-4ab4-8819-86bedbb936ff,1a858966-b403-4417-b229-c4343946e592,2022-03-17,2022-04-05,True,1,faculty,non-fiction
ee7a4102-c66a-4470-8e2b-d26860a2b887,d06580ff-6693-4668-b1f4-22025052ad26,2021-07-30,2021-08-06,False,0,student,science
0e67731e-d846-48d5-93c0-46e534366619,e67de719-fe80-4832-b5c9-e6b73c3e167f,2020-04-29,2020-05-18,True,1,student,science
5d67e76d-b10f-476f-858f-29662f709bc8,9e8a749e-9693-490c-a898-3d131f8b01ae,2021-12-14,2021-12-20,True,0,staff,non-fiction
48baadee-fd43-4e13-9e67-1224a975ceec,588f0d34-8e5c-42b5-9f5e-2ccfc4d8a332,2024-11-02,2024-11-12,True,1,student,art
de516d49-27a3-489a-b621-62d9ff085d9a,7cfae727-49c9-4207-a3c0-ee0cd0e4bc67,2022-11-24,2022-12-01,True,0,faculty,art
8da8af71-1cff-4f0d-90ef-235731ee3e9c,6c84f847-6d26-449c-9100-6169fb91a9ae,2024-01-19,2024-01-26,True,0,student,fiction
dbd1394f-78f1-4047-8abd-a0f9728314c7,5393fb46-e056-41f3-8e2e-fbf3ead1a998,2022-01-29,2022-02-15,False,1,staff,history
bd4a752e-2c10-44ad-881a-6f060dbcfba5,f0d06384-86cc-4039-bacf-4cc9bc6918d1,2020-06-10,2020-06-11,True,0,student,history
90f40d08-6856-45eb-a25e-e6272f082901,cefefa8a-17a1-4839-9462-910601ca004a,2020-01-31,2020-02-12,False,1,student,history
43a97157-fb25-4141-8c05-d17b2fc2052b,29062e2a-e20c-4db6-9b4d-475dcecf5ed3,2025-01-02,2025-01-12,True,1,staff,non-fiction
1899a199-f3fc-4a24-a07f-afb28a863d04,7c6180d8-3a76-48e9-855e-9ac459b8b685,2022-12-27,2023-01-14,True,1,student,history
91fc6e4c-00f6-448e-8b7c-364cf3b93d6c,a4ccd920-56e6-468e-add2-fc59a3493ef7,2021-01-27,2021-02-02,False,0,student,art
2e5e91bb-7ece-4ece-bd37-fe6c2486bf67,dd56fc57-168e-46b3-8795-9ac0ca6ccbeb,2023-04-12,2023-04-22,False,1,faculty,non-fiction
266c815b-b35f-4e75-81c6-8619216662d8,488a7a0a-4a9a-4536-a5f1-26dc8a425783,2023-05-31,2023-06-11,False,1,staff,science
1b0c04bd-7a28-461f-8509-b863b1e07453,78ca698f-8699-4140-9497-61f8814ed526,2020-01-20,2020-02-02,True,1,staff,science
9c3dc6de-3b65-4c78-ba73-f4bfb1fee07d,746b79aa-b654-46f9-9f51-3b20b16e5304,2023-07-01,2023-07-10,True,1,faculty,fiction
1c89916d-f56a-4aa6-a9a0-9770934d09f2,a4d81b53-e1b4-42f0-b2c1-9be6a514d6a3,2023-12-04,2023-12-13,False,1,student,art
42819df9-43ee-472f-9c03-a46bdf595c22,43d2ae6d-9963-41d0-8b20-3a57f9489455,2022-03-14,2022-04-02,True,1,student,art
0278dbc4-0c89-4da8-8abd-5aff7dd3892f,a0c10a90-304d-4afc-a3ca-14c32f2721f9,2024-03-28,2024-04-04,True,0,staff,art
7c7568ed-47d6-4718-aa2f-d43146b64023,70b0bb07-b7a8-47e9-b14a-a6edfce8ae10,2020-10-02,2020-10-09,True,0,faculty,non-fiction
72045023-74ad-42ea-ad83-be4b772651b9,4dd62775-6c66-471e-8fff-c9edaeb6547f,2022-11-17,2022-12-07,True,1,staff,science
64e2557c-ba1e-4ec7-a721-cf30371a5c25,0d8b7088-6f83-42c4-a527-28b81e4519af,2021-01-04,2021-01-08,True,0,staff,history
8e1285cf-638d-4aa4-9f16-99c068e8a311,065b33bf-4ba5-44f9-802e-615710ec20c9,2022-03-26,2022-04-14,False,1,student,art
63683480-60ca-4956-8281-c91ee512c688,50940536-5cad-4904-81e9-fb258ae90dba,2024-01-21,2024-02-08,False,1,student,history
0ebce360-13ab-4c4e-be34-5f1957d7a30b,72e9f9a0-fbb2-41ac-902f-4db7339c84fd,2024-09-24,2024-10-07,False,1,staff,fiction
bdc7c891-31ec-43e3-8e1f-4b2901b92d26,7d132742-8a10-4b3e-a835-eb555766dcbf,2020-07-27,2020-08-07,False,1,faculty,fiction
97f77b73-65f1-4552-b239-4fb9204c1d68,066bfa13-5da6-41e4-a62b-1fa52e13ddca,2021-06-24,2021-07-14,False,1,staff,non-fiction
564561c2-1518-4bf6-8e67-9cfadd19d3fb,6dc214be-d69d-4fe2-bd61-9f4cbcc846c8,2022-08-27,2022-09-03,True,0,staff,fiction
c5c7cc4b-9529-4bf2-9cd6-2c51ef509a45,b9f45299-2aac-4c4e-84a9-7696245e2aba,2022-06-15,2022-06-16,True,0,staff,art
f5c13e00-9b34-406c-8d04-056e06f45617,629d82cf-985e-4734-a4a0-17eba2200502,2022-06-29,2022-06-30,False,0,student,history
3dd89df9-ec09-4220-99d3-a35e6f734813,76bb136f-63bd-4065-a16a-b80537ae3f2b,2023-10-30,2023-11-04,True,0,faculty,art
beec6c7f-cbfe-4cad-8278-7e5629af36ba,6225dbf2-37e3-4406-a7ce-1fbbf031d53b,2020-12-14,2020-12-18,True,0,staff,history
85cb0da4-1386-49a1-86ce-16c938977aa3,9bbf98c6-09bd-40d8-a353-46124d7fb156,2020-06-08,2020-06-17,False,1,staff,science
1a728407-cd91-4765-ad01-4938edb84a33,0d1ab944-0cf7-4b93-8652-70ebaa853ee8,2024-11-08,2024-11-21,True,1,student,science
d0fb66ee-16fc-4b58-abf9-7c68bc0edff4,8bbb5c6f-4268-4216-9983-9fedb9919072,2023-05-29,2023-06-10,False,1,faculty,non-fiction
0c7becb1-12f0-4429-b710-d94f4397f0dd,b8a64e09-3c87-4edc-a5e8-30fd159a1f12,2022-08-28,2022-09-12,False,1,student,art
43d1bdf4-1ecb-4cbc-a5dd-f4bddd48e9f4,a28b2502-1217-4a67-9cd9-00ea952f6bf3,2025-01-03,2025-01-21,False,1,student,history
bce175d6-9ada-47da-9983-1641d1cefe69,ebc789d6-bcae-45a9-8ddf-934a314366ac,2021-05-13,2021-05-27,True,1,student,non-fiction
66378735-b455-49f4-9b49-6da5eaa0e665,06a75f30-5967-4d1c-b0cf-69e3b67e2cf8,2023-10-07,2023-10-12,False,0,staff,art
f37bdaca-8e31-43b5-bfe8-e5f7a6af1ed4,7ec70de8-385f-4db0-825a-9e9b5617bba2,2024-10-27,2024-10-29,True,0,faculty,science
38ff90f8-c9c8-4df9-8524-e424427efc22,2a7e9e16-f449-4789-b279-223894c9bf59,2023-05-09,2023-05-17,True,1,student,art
83a49047-db37-42d9-870c-4d400cc4b7c3,e142e38a-a359-44ac-98ff-85823e4875a8,2022-03-04,2022-03-22,False,1,student,non-fiction
e909d576-abfe-456b-8525-b1e5f15a6cb8,2fe3988e-64e0-45d2-a729-bde1804b20c8,2020-01-29,2020-02-05,False,0,student,non-fiction
bf76276f-3639-475f-a1ab-feb83467754f,1efa5f36-45f2-4275-9a40-aa2dc931feb7,2022-11-11,2022-11-27,True,1,student,fiction
2b200ed6-05d8-47bf-8941-8e3503a5a4b8,72920b42-2737-4483-b4a7-841b6758fc02,2023-01-19,2023-01-30,False,1,staff,fiction
f87c66c8-acc0-488d-a1f2-b3f3521b6854,8b803044-ca35-447e-abcc-0d0a208007eb,2023-08-04,2023-08-06,False,0,staff,science
641fec8a-9595-4959-8814-73dbee477aaa,2c356203-cf3d-4c0f-9204-6d0177f7eadf,2022-01-11,2022-01-20,False,1,faculty,non-fiction
bae507d4-7013-4200-807c-ee898a4a8dfe,b1451dd5-9995-4c98-a367-cd4ade3076dd,2023-04-20,2023-05-10,True,1,faculty,art
6d7bbdb6-10fd-4335-98a3-6175b61533ed,b46f4bef-9018-4eea-93ff-24f27e999132,2020-11-12,2020-11-13,True,0,faculty,art
e4c94e4a-354a-4c63-8ab4-c5d885e6c157,2a9fd75f-9e2f-4ea9-9cfc-a71c86f2f7a8,2021-11-06,2021-11-26,False,1,student,history
f2d4eb9d-097e-4539-b674-06acdcab93ad,83285bfd-7399-489b-8c11-1d354ff7eaaf,2023-07-02,2023-07-18,False,1,student,science
034b4101-a065-474f-87ca-57c41d819ef6,46181f84-cf40-407f-8617-923497c54de8,2022-01-31,2022-02-09,False,1,staff,history
5c0e9a2b-2fa3-4490-b3d8-63228618cdb5,768c63ee-0467-4710-9849-949d9c2b6a6c,2022-11-21,2022-12-05,False,1,staff,fiction
9a87da11-0fad-4d95-a835-2324fe15cac0,4b5429fe-35bd-49b7-88c6-1f913d2e3957,2023-08-09,2023-08-22,True,1,student,science
8688f134-43ed-40ea-a744-84a01872a9b9,523a130c-7299-42a5-bb0e-e28acdbf81fb,2021-07-11,2021-07-18,False,0,student,fiction
521dbf73-c4fb-455c-af74-1edd693abb6d,2ca6b7d7-abdc-44e5-9873-9b39344671fd,2020-02-28,2020-03-09,True,1,student,history
d2347f95-33e6-4681-9854-4ef76da4455e,3db703fe-9d35-400a-ac3e-1cac913b5ae1,2023-06-12,2023-06-17,True,0,faculty,fiction
efbd6e09-8e62-4457-b30e-f57b352dc0b0,c3fa5d00-cc18-4ed9-b297-97da1a8091c6,2020-09-04,2020-09-18,False,1,staff,art
58801218-6418-4300-8670-4e2db3dad53b,89bec0db-a885-49fc-9455-f3877b72ca78,2024-11-05,2024-11-06,True,0,faculty,art
b4b19974-7db9-4f56-b939-bfb8e7f79729,baf28394-a4cd-4fd1-9a8c-3b2e8cf3e9c4,2021-05-10,2021-05-15,True,0,staff,science
1c0714e9-e19f-4079-9219-aef76d5af1e2,74dec5dc-a38e-45a5-b97b-3e449e7b1848,2023-09-13,2023-09-24,True,1,faculty,fiction
19dfa528-dd6a-407a-b789-ab9079511eeb,dbb6d158-4408-4699-aea3-7222f64abd91,2024-09-30,2024-10-13,True,1,staff,art
cf458f0a-2d1c-40d7-8cbf-d853f1787201,2c6699d0-4292-4431-9b12-d13e3cee7340,2024-09-22,2024-09-30,True,1,student,history
ddc444a2-fde6-4d8a-81d5-ad6d0548de74,c656dd74-2aea-469c-9525-202b395b8134,2020-05-26,2020-05-29,True,0,student,non-fiction
797b47d0-3ea4-4f47-8b3b-5150ff59fc2a,b2546b72-46de-43d2-91f6-7739f72d7215,2024-04-13,2024-05-02,True,1,faculty,fiction
c71786d5-a56e-460a-b11a-93b1a05bf7ef,b614b99b-6cbe-4183-9cad-e3674d6b32ae,2021-07-06,2021-07-16,False,1,student,non-fiction
67bf3fdb-9dea-43d3-a802-f74fd6014105,9af767ff-21e7-4c8d-abfe-72fa81c12e6b,2021-02-24,2021-02-26,True,0,student,non-fiction
69cb69ab-a3f8-427b-b3f7-f30237e9a59f,4d0a18c0-9c86-44a4-81dc-7447812fa419,2023-10-27,2023-11-16,False,1,staff,history
9c0a15c8-75ea-460e-be3f-6ef6258129ec,1fd565e7-52e5-4718-bd3e-dfa47bce812a,2023-01-04,2023-01-15,True,1,faculty,non-fiction
58e3f3d9-0a15-4c27-a188-829e9a51d425,1337aa3c-52ad-45ec-8e2e-654f8d9182bb,2021-09-07,2021-09-21,True,1,student,non-fiction
69798ed6-4e06-4472-b8bf-c04c36e06507,49f237f7-c8e3-43e0-b922-d2713c1deeb3,2023-02-24,2023-03-12,True,1,staff,science
f6d140d5-a61f-4105-a16c-72992a4783fa,51369d2b-ca91-45c7-a488-ed97cc4a2fbf,2024-04-06,2024-04-15,True,1,student,history
438cf1b9-e280-470d-a62e-bf178fbfad3e,6a45057d-3758-43fa-9b6c-524daf8c31da,2023-03-24,2023-04-01,True,1,faculty,history
43691477-90d5-4184-bdbf-187af7c465f4,7f3d5a07-4ce4-4d62-b560-db2ebf8751fe,2020-10-30,2020-11-17,False,1,faculty,science
625e55ad-0fec-437a-8516-0589f07414f1,0cb5e6c0-3e60-426b-859f-e3efe98cb3c7,2024-04-05,2024-04-17,True,1,student,science
0d2941ec-7f83-44e4-a4c4-df37d0568722,94ecd6ca-feef-454f-aa52-f28ae0098d73,2022-07-31,2022-08-13,False,1,staff,fiction
2703df76-ec4b-4dfa-9e90-bdd46b4ced0e,3fc16527-abc4-4e6a-83d2-f4af28666406,2024-05-10,2024-05-26,False,1,student,history
f99162d4-2fbf-4409-a6fb-89a57dac6c42,8537a03f-fc26-49ad-9e03-bf268c7f789f,2022-09-14,2022-09-22,False,1,faculty,history
c8ba38a6-5a69-4469-8c35-153bc50d2f69,cfecf6ea-1659-431c-b1a2-7dbece7622be,2020-02-22,2020-03-10,False,1,student,history
776738c2-df74-4797-98b5-4b4ddbc875b7,62d6ed4b-610d-4948-ab7a-42a01a9bb54b,2021-09-18,2021-10-02,False,1,faculty,history
ce583046-4ade-4b5f-9bb0-9776bcdaff99,c2593ef5-f893-4917-bb9e-fa3e61d58295,2020-10-15,2020-10-29,True,1,faculty,science
114c0e6d-ac9d-46bb-8239-4e02ea462fc2,011adc42-9d74-44c8-b7c0-45912206afc7,2022-07-16,2022-08-01,False,1,faculty,history
90221553-e4b4-4cdc-b27a-dd37a491556d,6b443787-b61a-4de4-85c0-b4c22b669233,2022-03-10,2022-03-14,True,0,student,art
d0eec8ac-80ea-4103-abe1-3c8c80d2491b,0e68c106-6d71-4df5-9bf3-8b89a98fcd9e,2022-04-07,2022-04-18,True,1,staff,science
a8c04b9c-1277-4227-bbcc-a533a4aa3d52,e7196143-6df0-41f6-9511-e1543a4a69f3,2023-10-04,2023-10-07,True,0,student,art
daf7591e-36f6-4085-8344-85f85d6921ad,f54b5cd8-aa62-42ae-a20a-0173874aed49,2024-07-08,2024-07-09,True,0,staff,art
9018975a-5973-4236-bb91-79d743879cae,fdcfd052-b5d1-45b7-9328-3a8e96fef90d,2023-02-04,2023-02-10,False,0,student,history
01ddf8c5-2670-40f8-bad1-4c50056192d2,2fe38992-09d1-48b8-96c6-589b8188a43d,2021-10-21,2021-11-09,True,1,staff,non-fiction
b568a23f-f056-4eb6-9816-3220d9da0dc2,baf3d32f-8129-4ab2-8705-9fcf1b56e496,2021-07-23,2021-08-02,True,1,student,art
6edbe39c-e128-4a9e-a461-67eef7447774,75376c90-3327-47f1-8629-0862346173bd,2022-02-02,2022-02-10,False,1,staff,fiction
89e790ce-a2ff-43b8-b089-c37b257d0a95,f7f6ce37-806d-448f-ae3a-07b014802d78,2023-08-13,2023-08-14,False,0,faculty,art
63a8c736-4d50-4f1a-943e-7e98df85ae63,0ca6f33f-ad48-4ad6-98d5-ea2ecd249dde,2023-06-26,2023-07-01,False,0,faculty,fiction
1a5f6650-4f43-41d1-a6c4-980525c2625c,cc04b09c-71b3-4097-817f-40a67c60bdcb,2023-07-17,2023-07-22,True,0,staff,non-fiction
9c1f751c-dcc6-4547-aea2-5bb6c4ece70e,3ee8b3eb-c50e-426b-b6ae-dedc5e2a0b66,2021-03-23,2021-04-03,False,1,faculty,science
b5890018-de59-4d5e-a966-11fe4b07b020,a19772da-8980-4b5a-8776-4f2de3af5575,2021-04-08,2021-04-18,False,1,faculty,history
335842ed-0b1e-412e-be95-1e66ece0bbb3,96920ffd-e2f7-4383-b4a7-3f1c340419a9,2024-11-19,2024-11-21,True,0,staff,fiction
92ab6427-2ba0-471c-b03f-c0f3b7ef800e,15a24982-5de0-408f-94ed-7697eca49fdd,2022-12-11,2022-12-19,False,1,staff,history
52001fc2-55e4-4662-8681-9fe2ae0e49aa,bd19dace-c9f1-4c32-92ce-d581e24fb27b,2024-11-21,2024-12-09,False,1,faculty,non-fiction
079475cb-203b-4f99-afe1-7508b9edffda,a29b91a9-d7c2-4bfb-bb02-aeee14eab2e7,2022-04-16,2022-04-24,False,1,faculty,non-fiction
16440540-67bb-49ad-8f1f-b1fb1b6dfe5b,883bfb7a-1e92-4c24-97ad-c928ecd54223,2025-03-23,2025-04-12,False,1,student,science
89294a12-2574-40f1-be6e-d114a3c0bde5,62d505ad-15e0-4bfb-804c-99d0915125a5,2021-12-27,2022-01-12,False,1,student,fiction
1d065a5b-027d-4d2f-9a2a-f3cd1d3cc51a,1afb9186-874f-4bac-9078-b816e9ef748f,2023-07-23,2023-07-29,False,0,student,science
d9275afc-aa7b-42e7-b2d9-3e7e8f1abcc4,fb90522e-3d28-426a-ac0a-c5d80feb675f,2021-06-08,2021-06-22,True,1,student,science
fffd0b56-fca2-43f2-9e6c-3c6e1895be0a,6ce634f1-d550-448f-9d70-baf6815059e8,2023-11-12,2023-11-25,True,1,student,non-fiction
98290d6c-c3b6-488c-a891-2bae732cf5fa,72b3abfe-31fc-44b9-a538-dccd8fb6c86d,2022-06-09,2022-06-26,True,1,faculty,non-fiction
e2ece5aa-2951-42cf-8bbc-e9ee575898fc,59a05910-cf9c-495b-9e00-2fa4c2413743,2024-10-15,2024-10-23,False,1,student,fiction
aa2bee43-72b7-4455-9298-5deac858bbde,33e7b593-cacb-44b8-ad6d-248eb212b199,2022-08-14,2022-09-02,False,1,faculty,fiction
20a6c6e3-c358-4b98-81fc-37b725693926,277936ad-06cb-44a7-8b65-c4321f97c155,2020-09-24,2020-10-13,False,1,student,fiction
4f06100b-7f3b-4074-a061-0db997bee1da,a9de27f5-2d4d-47b9-a39e-7ee2df19519d,2024-11-24,2024-12-04,True,1,faculty,science
8ecceb06-3ef3-4609-8d0e-b83844b6e124,f2757ec1-af72-4691-9790-848c50faabad,2022-02-05,2022-02-24,True,1,staff,history
977829a7-123a-4061-b4ea-5245d1bf9390,9b77ff6f-437f-44ed-974f-6499b7ac4e96,2024-07-29,2024-08-17,True,1,staff,non-fiction
a1e321f4-2ad8-4643-ba96-19098dd6ee35,8dcf8b7b-ded4-4d71-aa05-cfad96245c3a,2025-02-04,2025-02-17,True,1,faculty,non-fiction
2c5aad70-a86b-4b69-88f6-0eb60cdf9669,fd3802e5-8649-43ec-ac7a-d0bc47448400,2025-01-27,2025-02-05,True,1,staff,fiction
396714f4-79e6-4016-a817-fab1461c4200,d00d6886-7ca4-4dbb-936b-389f576992a7,2023-10-02,2023-10-12,True,1,staff,fiction
98973423-9734-4992-a9be-d20c55761288,e1f5b880-4fab-4bd5-8e85-94f819142d24,2023-09-17,2023-09-18,True,0,staff,fiction
cdcf7272-e1c0-41fc-8465-60829e17d66a,dedc58dd-b27f-4a07-b27d-f104bd12b596,2023-05-06,2023-05-12,False,0,staff,science
c4489012-c355-4aa7-9149-d3b5b0414354,3434b5f8-b746-4053-aa7e-99d0847529df,2023-12-23,2024-01-04,True,1,staff,fiction
6960b3b9-a542-45d7-a86e-29ba87b2e9ea,35c20d2b-4d67-4ae1-9323-4bb9d511b168,2024-10-07,2024-10-24,True,1,staff,science
3f6bef16-68db-486c-bcf2-91b9e1fea8a5,f0e95e9a-521a-45e9-95bc-c7d4553ffb68,2023-03-03,2023-03-17,True,1,student,art
a8750eea-4fa9-4794-9d35-66f00e03721a,45845269-7197-49c1-8a8a-4197108612c8,2021-11-02,2021-11-14,False,1,faculty,science
60f37918-5990-40dc-a62c-245a86bc6ca6,55a171c2-d74a-471f-b9f7-8f1c5d157e9c,2021-04-15,2021-04-22,True,0,student,fiction
00a8a378-71ac-43a7-9d3a-0f57f3acb51b,25684091-7a46-4995-9b15-ea093f651829,2022-07-18,2022-08-01,False,1,staff,art
2364f085-4fba-4c94-a619-9b06bf8783aa,1669dcf3-b765-4f3b-8193-f61d41482d00,2023-03-28,2023-04-06,True,1,staff,art
a5c99ef7-01c5-4b07-8dfa-8087f7177873,901aea63-935e-490a-8a84-99a8daecf9a3,2023-05-14,2023-05-20,True,0,student,art
5e8b6288-de1b-4e26-9c76-8a69609c90c5,6e8f14dc-fe42-46e2-8648-3deb522d9623,2024-08-04,2024-08-13,True,1,faculty,art
f6c94bf2-50fa-4352-b5e3-668c0e3453ed,073f7ac3-5d4f-4773-a73f-06b34417c4b8,2023-12-26,2023-12-29,True,0,faculty,fiction
3e7afa68-5d98-40d8-a030-260278920624,7548c5bc-5328-4dfb-806e-c36fc838897d,2024-09-17,2024-09-22,False,0,student,non-fiction
131c4ecb-07f1-4e08-bfbb-25dd2fe2602f,d1792694-cf34-4dc5-966e-3b9b5c2f7327,2022-03-11,2022-03-12,False,0,student,history
ae69e609-3a11-401e-a192-ec680b4d4453,c8266f9f-97b2-4ade-b27c-04a974f47232,2024-06-23,2024-07-01,True,1,student,science
e245797e-cda2-431b-be0d-aab25fe68540,8f59bec1-395d-4ce5-b98c-9af99aae387e,2023-11-04,2023-11-06,True,0,faculty,art
ba2be47a-c1ef-475a-88e0-5a2a586d0813,a96dc874-7c3d-4d9a-b695-6fcd296af5d0,2020-03-14,2020-03-17,True,0,student,non-fiction
8e3b070d-6cdd-45c4-98f8-63207de121dd,4b4d0412-ab71-4716-bdae-a6b9cebbe48f,2023-08-06,2023-08-22,True,1,staff,science
ae70d74c-58ca-4edd-be62-f04ed7213280,4e661083-70c4-4f79-8456-0dfee912c94c,2024-03-02,2024-03-06,False,0,staff,science
21d404d0-d00a-4a99-94d2-19031c2bafef,6ed3c4e7-bc09-436e-88b4-732d1b6f960c,2024-12-30,2025-01-15,False,1,faculty,science
75c1c576-6e67-487b-92a6-268b86d96caa,942e5807-39d8-4e25-821b-cb42016fea0b,2020-03-10,2020-03-16,False,0,student,science
7c6cc134-5291-47c9-b5ca-33310470dcb1,166d8b5b-fb2d-4ed2-b0a1-59d88242a543,2023-02-16,2023-03-07,False,1,faculty,non-fiction
c3566bcf-7f84-4f41-8a92-a15c93c223d0,03f437b6-7aaf-453a-a851-b85c7d9deae6,2024-12-09,2024-12-15,True,0,staff,art
c6cc9fc7-1354-45ac-8db4-ceaec6dc4668,6bb8c44c-9cc7-4b7d-8a7f-d50662c553b4,2021-01-15,2021-01-24,True,1,faculty,science
3945af12-f2b6-436b-901f-6b7189c997f3,e0256ece-992c-4a6c-b2f5-75dcce07315b,2023-12-28,2024-01-16,True,1,student,fiction
2f0eb5d3-0f13-4ca2-90e0-12f497064bc0,fabd6b39-5ec2-4b8d-b955-0d53c9840fd5,2024-07-04,2024-07-21,True,1,staff,fiction
51fb7d2c-a1a3-41a8-ba1a-b850ad8cc1d4,809f9e4f-9aee-4a4e-9cf1-f166ac393daf,2024-08-26,2024-09-12,True,1,student,art
81b7199e-175a-4d7e-9662-476f41bd419e,a0634554-a6d9-4636-986a-b3a31bb9256f,2020-07-16,2020-08-05,True,1,faculty,art
0feeee8e-6d6a-40b6-84f9-009b25ff0035,372c68c2-c38b-4d22-856e-f6ed50ceb21b,2021-07-09,2021-07-16,False,0,staff,science
